CC,defaultDescription,conceptID
RIGHT-SIDED NOSE BLEED,R Epistaxis,249366005-R
RIGHT-SIDED NOSE BLEEDING,R Epistaxis,249366005-R
RIGHT-SIDED NOSE FORIEGN BODY,R Nose foriegn body,74699008-R
RIGHT-SIDED NOSE LAC,R Nose laceration,373602003-R
RIGHT-SIDED NOSE LACERATION,R Nose laceration,373602003-R
RIGHT-SIDED NOSEBLEED,R Epistaxis,249366005-R
RIGHT-SIDED NUMBESS,R Numbness,44077006-R
RIGHT-SIDED NUMBNESS,R Numbness,44077006-R
RIGHT-SIDED OPEN HIP FRACTURE,R Open hip fracture,361118003-R
RIGHT-SIDED OPEN HIP FX,R Open hip fracture,361118003-R
RIGHT-SIDED OPEN TIB FIB FRACTURE,R Open Tib/Fib fracture,414943006-R
RIGHT-SIDED OPEN TIB FIB FX,R Open Tib/Fib fracture,414943006-R
RIGHT-SIDED OPEN TIB/FIB FRACTURE,R Open Tib/Fib fracture,414943006-R
RIGHT-SIDED OPEN TIB/FIB FX,R Open Tib/Fib fracture,414943006-R
RIGHT-SIDED ORBITAL FLOOR FRACTURE,R Orbital floor fracture,207787008-R
RIGHT-SIDED ORBITAL FLOOR FX,R Orbital floor fracture,207787008-R
RIGHT-SIDED ORBITAL FRACTURE,R Orbital fracture,95851007-R
RIGHT-SIDED ORBITAL FX,R Orbital fracture,95851007-R
RIGHT-SIDED ORBITAL SWELLING,R Eye swelling,9404003-R
RIGHT-SIDED PAIN,R Pain,22253000-R
RIGHT-SIDED PATELLA FRACTURE,R Patella fracture,51037009-R
RIGHT-SIDED PATELLA FX,R Patella fracture,51037009-R
RIGHT-SIDED PEDAL EDEMA,R Pedal edema,102576009-R
RIGHT-SIDED PELVIC LAC,R Pelvic laceration,283379007-R
RIGHT-SIDED PELVIC LACERATION,R Pelvic laceration,283379007-R
RIGHT-SIDED PELVIC PAIN,R Pelvic pain,30473006-R
RIGHT-SIDED PLEURAL EFFUSION,R Pleural effusion,60046008-R
RIGHT-SIDED PNEUMOTHORAX,R Pneumothorax,36118008-R
RIGHT-SIDED PNEUMOTHRAX,R Pneumothorax,36118008-R
RIGHT-SIDED POSITIVE DVT,R DVT,128053003-R
RIGHT-SIDED PTX,R Pneumothorax,36118008-R
RIGHT-SIDED PULSELESS FOOT,R Pulseless foot,422163002-R
RIGHT-SIDED RADIUS FRACTURE,R Radius Fracture,12676007-R
RIGHT-SIDED RADIUS FX,R Radius Fracture,12676007-R
RIGHT-SIDED RIB FRACTURE,R Rib fracture,33737001-R
RIGHT-SIDED RIB FX,R Rib fracture,33737001-R
RIGHT-SIDED RIB INJ,R Rib Injury,282770002-R
RIGHT-SIDED RIB INJURY,R Rib Injury,282770002-R
RIGHT-SIDED RIB PAIN,R Rib pain,297217002-R
RIGHT-SIDED RING STUCK,R Ring stuck on finger,248406004-R
RIGHT-SIDED RING STUCK ON FINGER,R Ring stuck on finger,248406004-R
RIGHT-SIDED RING TIGHT ON FINGERS,R Ring stuck on finger,248406004-R
RIGHT-SIDED S/P CHEST PAIN,R Chest pain,29857009-R
RIGHT-SIDED S/P CP,R Chest pain,29857009-R
RIGHT-SIDED SCAPULA PAIN,R Scapula pain,20793008-R
RIGHT-SIDED SCAPULAR PAIN,R Scapula pain,20793008-R
RIGHT-SIDED SCROTAL INJ,R Scrotal injury,282782006-R
RIGHT-SIDED SCROTAL INJURY,R Scrotal injury,282782006-R
RIGHT-SIDED SCROTUM INJ,R Scrotal injury,282782006-R
RIGHT-SIDED SCROTUM INJURY,R Scrotal injury,282782006-R
RIGHT-SIDED SCROTUM LAC,R Scrotum laceration,283954003-R
RIGHT-SIDED SCROTUM LACERATION,R Scrotum laceration,283954003-R
RIGHT-SIDED SHIN INJ,R Shin injury,282774006-R
RIGHT-SIDED SHIN INJURY,R Shin injury,282774006-R
RIGHT-SIDED SHIN LAC,R Shin laceration,283388003-R
RIGHT-SIDED SHIN LACERATION,R Shin laceration,283388003-R
RIGHT-SIDED SHOULDER ABSCESS,R Shoulder abscess,17354003-R
RIGHT-SIDED SHOULDER BURN,R Shoulder burn,57143002-R
RIGHT-SIDED SHOULDER CRUSH INJ,R Shoulder crush injury,2591000-R
RIGHT-SIDED SHOULDER CRUSH INJURY,R Shoulder crush injury,2591000-R
RIGHT-SIDED SHOULDER DISLOCATION,R Shoulder dislocation,417076003-R
RIGHT-SIDED SHOULDER INJ,R Shoulder injury,125594001-R
RIGHT-SIDED SHOULDER INJURY,R Shoulder injury,125594001-R
RIGHT-SIDED SHOULDER LAC,R Shoulder laceration,283367007-R
RIGHT-SIDED SHOULDER LACERATION,R Shoulder laceration,283367007-R
RIGHT-SIDED SHOULDER PAIN,R Shoulder pain,45326000-R
RIGHT-SIDED SOLE LAC,R Sole laceration,283394006-R
RIGHT-SIDED SOLE LACERATION,R Sole laceration,283394006-R
RIGHT-SIDED SWOLLEN FINGER,R Finger swelling,299060006-R
RIGHT-SIDED TENDER BREAST,R Tender breast,55222007-R
RIGHT-SIDED TENDER BREASTS,R Tender breast,55222007-R
RIGHT-SIDED TENDON LAC,R Tendon laceration,301453009-R
RIGHT-SIDED TENDON LACERATION,R Tendon laceration,301453009-R
RIGHT-SIDED TESTICLE PAIN,R Testicular pain,63901009-R
RIGHT-SIDED TESTICULAR ABSCESS,R Testicular abscess,95593001-R
RIGHT-SIDED TESTICULAR CRUSH INJ,R Testis crush injury,78198009-R
RIGHT-SIDED TESTICULAR CRUSH INJURY,R Testis crush injury,78198009-R
RIGHT-SIDED TESTICULAR PAIN,R Testicular pain,63901009-R
RIGHT-SIDED TESTIS ABSCESS,R Testicular abscess,95593001-R
RIGHT-SIDED TESTIS CRUSH INJ,R Testis crush injury,78198009-R
RIGHT-SIDED TESTIS CRUSH INJURY,R Testis crush injury,78198009-R
RIGHT-SIDED THIGH ABSCESS,R Thigh abscess,3507004-R
RIGHT-SIDED THIGH BURN,R Thigh burn,6132001-R
RIGHT-SIDED THIGH INJ,R Thigh injury,7523003-R
RIGHT-SIDED THIGH INJURY,R Thigh injury,7523003-R
RIGHT-SIDED THIGH LAC,R Thigh laceration,283385000-R
RIGHT-SIDED THIGH LACERATION,R Thigh laceration,283385000-R
RIGHT-SIDED THIGH PAIN,R Thigh pain,78514002-R
RIGHT-SIDED THORACIC BACK PAIN,R Upper back pain,279038004-R
RIGHT-SIDED THORACIC PAIN,R Upper back pain,279038004-R
RIGHT-SIDED THUMB BURN,R Thumb burn,64090007-R
RIGHT-SIDED THUMB CRUSH INJ,R Thumb crush injury,283858004-R
RIGHT-SIDED THUMB CRUSH INJURY,R Thumb crush injury,283858004-R
RIGHT-SIDED THUMB FX,R Thumb fx,274160002-R
RIGHT-SIDED THUMB INJ,R Thumb injury,262520005-R
RIGHT-SIDED THUMB INJURY,R Thumb injury,262520005-R
RIGHT-SIDED THUMB LAC,R Thumb laceration,274173003-R
RIGHT-SIDED THUMB LACERATION,R Thumb laceration,274173003-R
RIGHT-SIDED THUMB PAIN,R Thumb pain,300955002-R
RIGHT-SIDED THUMB REDNESS,R Thumb redness,e65a02c6c5ea11e4a4a5525400010026-R
RIGHT-SIDED TIB/FIB FRACTURE,R Tib/Fib Fracture,414293001-R
RIGHT-SIDED TIB/FIB FX,R Tib/Fib Fracture,414293001-R
RIGHT-SIDED TIBIA AND FIBULA FRACTURE,R Tib/Fib Fracture,414293001-R
RIGHT-SIDED TIBIA AND FIBULA FX,R Tib/Fib Fracture,414293001-R
RIGHT-SIDED TIBIA FRACTURE,R Tibia fracture,31978002-R
RIGHT-SIDED TIBIA FX,R Tibia fracture,31978002-R
RIGHT-SIDED TOE ABSCESS,R Toe abscess,111183001-R
RIGHT-SIDED TOE BURN,R Toe burn,88374002-R
RIGHT-SIDED TOE CRUSH INJ,R Toe crush injury,74682007-R
RIGHT-SIDED TOE CRUSH INJURY,R Toe crush injury,74682007-R
RIGHT-SIDED TOE FRACTURE,R Toe fx,21351003-R
RIGHT-SIDED TOE FX,R Toe fx,21351003-R
RIGHT-SIDED TOE LAC,R Toe laceration,284552004-R
RIGHT-SIDED TOE LACERATION,R Toe laceration,284552004-R
RIGHT-SIDED TOE NAIL BED LAC,R Toe nail bed laceration,446859003-R
RIGHT-SIDED TOE NAIL BED LACERATION,R Toe nail bed laceration,446859003-R
RIGHT-SIDED TOE NUMB,R Toe numb,309539008-R
RIGHT-SIDED TOE NUMBNESS,R Toe numb,309539008-R
RIGHT-SIDED TOE PAIN,R Toe pain,285365001-R
RIGHT-SIDED TOE REDNESS,R Toe redness,e98210cec5ea11e4a9a0525400010026-R
RIGHT-SIDED TRAUMATIC BACK/SPINE INJ,R Back pain,161891005-R
RIGHT-SIDED TRAUMATIC BACK/SPINE INJURY,R Back pain,161891005-R
RIGHT-SIDED TRUNK LAC,R Trunk laceration,283375001-R
RIGHT-SIDED TRUNK LACERATION,R Trunk laceration,283375001-R
RIGHT-SIDED UE BURN,R Arm burn,6055000-R
RIGHT-SIDED UE CELLULITIS,R Arm cellulitis,449671007-R
RIGHT-SIDED UE CRUSH INJ,R Arm crush injury,9560007-R
RIGHT-SIDED UE CRUSH INJURY,R Arm crush injury,9560007-R
RIGHT-SIDED UE DVT,R Arm DVT,128054009-R
RIGHT-SIDED UE FRACTURE,R Arm fracture,23406007-R
RIGHT-SIDED UE FX,R Arm fracture,23406007-R
RIGHT-SIDED UE INJ,R Arm injury,127278005-R
RIGHT-SIDED UE INJURY,R Arm injury,127278005-R
RIGHT-SIDED UE LAC,R Arm laceration,283366003-R
RIGHT-SIDED UE LACERATION,R Arm laceration,283366003-R
RIGHT-SIDED UE NUMBNESS,R Arm numbness,298753001-R
RIGHT-SIDED UE PAIN,R Arm pain,102556003-R
RIGHT-SIDED UE REDNESS,R Arm redness,0552bee6c5e811e48aee525400010026-R
RIGHT-SIDED UE SWELLING,R Arm swelling,449618007-R
RIGHT-SIDED UE WEAKNESS,R Arm weakness,6dc81860c5e611e4a6ab525400010026-R
RIGHT-SIDED ULNA FX,R Ulna fx,54556006-R
RIGHT-SIDED UPPER BACK PAIN,R Upper back pain,279038004-R
RIGHT-SIDED UPPER EXTREMITY BURN,R Arm burn,6055000-R
RIGHT-SIDED UPPER EXTREMITY INJ,R Arm injury,127278005-R
RIGHT-SIDED UPPER EXTREMITY INJURY,R Arm injury,127278005-R
RIGHT-SIDED UPPER EXTREMITY SWELLING,R Arm swelling,449618007-R
RIGHT-SIDED UPPER LIMB ABSECSS,R Arm abscess,315597005-R
RIGHT-SIDED UPPER LIMB BURN,R Arm burn,6055000-R
RIGHT-SIDED WEAK,R Weakness,26544005-R
RIGHT-SIDED WEAKNES,R Weakness,26544005-R
RIGHT-SIDED WEAKNESS,R Weakness,26544005-R
RIGHT-SIDED WRIST ABSCESS,R Wrist abscess,36281004-R
RIGHT-SIDED WRIST BURN,R Wrist burn,3480002-R
RIGHT-SIDED WRIST CRUSH INJ,R Wrist crush injury,47814001-R
RIGHT-SIDED WRIST CRUSH INJURY,R Wrist crush injury,47814001-R
RIGHT-SIDED WRIST INJ,R Wrist injury,125598003-R
RIGHT-SIDED WRIST INJURY,R Wrist injury,125598003-R
RIGHT-SIDED WRIST LAC,R Wrist laceration,283372003-R
RIGHT-SIDED WRIST LACERATION,R Wrist laceration,283372003-R
RIGHT-SIDED WRIST PAIN,R Wrist pain,56608008-R
RING STUCK,Ring stuck on finger,248406004
RLQ ABD PAIN,RLQ abdominal pain,301754002
RT +DVT,R DVT,128053003-R
RT ABDOMEN LAC,R Abdomen laceration,283378004-R
RT ABDOMEN LACERATION,R Abdomen laceration,283378004-R
RT ANKLE ABSCESS,R Ankle abscess,58196009-R
RT ANKLE BURN,R Ankle burn,40993007-R
RT ANKLE CRUSH INJ,R Ankle crush injury,65896005-R
RT ANKLE CRUSH INJURY,R Ankle crush injury,65896005-R
RT ANKLE FRACTURE,R Ankle fx,16114001-R
RT ANKLE FX,R Ankle fx,16114001-R
RT ANKLE INJ,R Ankle injury,125603006-R
RT ANKLE INJURY,R Ankle injury,125603006-R
RT ANKLE LAC,R Ankle laceration,283390002-R
RT ANKLE LACERATION,R Ankle laceration,283390002-R
RT ANKLE PAIN,R Ankle pain,247373008-R
RT ANKLE SWELLING,R Ankle swelling,267039000-R
RT ARM ABSCESS,R Arm abscess,315597005-R
RT ARM BURN,R Arm burn,6055000-R
RT ARM CELLULITIS,R Arm cellulitis,449671007-R
RT ARM CRUSH INJ,R Arm crush injury,9560007-R
RT ARM CRUSH INJURY,R Arm crush injury,9560007-R
RT ARM DVT,R Arm DVT,128054009-R
RT ARM FRACTURE,R Arm fracture,23406007-R
RT ARM FX,R Arm fracture,23406007-R
RT ARM INJ,R Arm injury,127278005-R
RT ARM INJURY,R Arm injury,127278005-R
RT ARM LAC,R Arm laceration,283366003-R
RT ARM LACERATION,R Arm laceration,283366003-R
RT ARM NUMBNESS,R Arm numbness,298753001-R
RT ARM PAIN,R Arm pain,102556003-R
RT ARM REDNESS,R Arm redness,0552bee6c5e811e48aee525400010026-R
RT ARM SWELLING,R Arm swelling,449618007-R
RT ARM WEAKNESS,R Arm weakness,6dc81860c5e611e4a6ab525400010026-R
RT AXILLA ABSCESS,R Axilla abscess,13802001-R
RT AXILLA BURN,R Axilla burn,84493007-R
RT AXILLA LAC,R Axilla laceration,283368002-R
RT AXILLA LACERATION,R Axilla laceration,283368002-R
RT AXILLARY ABSCESS,R Axilla abscess,13802001-R
RT BACK LAC,R Back laceration,274171001-R
RT BACK LACERATION,R Back laceration,274171001-R
RT BACK PAIN,R Back pain,161891005-R
RT BACKPAIN,R Back pain,161891005-R
RT BODY PAIN,R Body pain,279001004-R
RT BREAST ABSCESS,R Breast abscess,28432003-R
RT BREAST BURN,R Breast burn,80433004-R
RT BREAST ERYTHEMA,R Breast erythema,290070001-R
RT BREAST LAC,R Breast laceration,283376000-R
RT BREAST LACERATION,R Breast laceration,283376000-R
RT BREAST PAIN,R Breast pain,53430007-R
RT BREAST TENDERNESS,R Tender breast,55222007-R
RT BUTTOCK ABSCESS,R Gluteal abscess,64576003-R
RT BUTTOCK LAC,R Buttock laceration,283383007-R
RT BUTTOCK LACERATION,R Buttock laceration,283383007-R
RT C/P,R Chest pain,29857009-R
RT CALCANEUS FX,R Calcaneus fx,263247007-R
RT CALF LAC,R Calf laceration,283389006-R
RT CALF LACERATION,R Calf laceration,283389006-R
RT CALF PAIN,R Calf pain,300954003-R
RT CAROTID ARTERY DISSECTION,R Carotid artery dissection,230729006-R
RT CAROTID DISSECTION,R Carotid artery dissection,230729006-R
RT CHEEK ABSCESS,R Cheek abscess,308661000-R
RT CHEEK LAC,R Cheek laceration,283362001-R
RT CHEEK LACERATION,R Cheek laceration,283362001-R
RT CHEEK PAIN,R Cheek pain,473008002-R
RT CHEST PAIN,R Chest pain,29857009-R
RT CHEST PAIN (CARDIAC FEATURES),R Chest pain,29857009-R
RT CHEST PAIN (NONCARDIAC FEATURES),R Chest pain,29857009-R
RT CHEST PAINS,R Chest pain,29857009-R
RT CHEST PRESSURE,R Chest pain,29857009-R
RT CHEST TIGHTNESS,R Chest pain,29857009-R
RT CHEST WALL LAC,R Chest wall laceration,274167004-R
RT CHEST WALL LACERATION,R Chest wall laceration,274167004-R
RT CHIN LAC,R Chin laceration,110077007-R
RT CHIN LACERATION,R Chin laceration,110077007-R
RT CLAVICLE FRACTURE,R Clavicle fracture,58150001-R
RT CLAVICLE FX,R Clavicle fracture,58150001-R
RT CLAVICLE PAIN,R Clavicle pain,203509009-R
RT CLAVICULAR PAIN,R Clavicle pain,203509009-R
RT CLOSED HIP FRACTURE,R Closed hip fracture,359817006-R
RT CLOSED HIP FX,R Closed hip fracture,359817006-R
RT COLLAR BONE FRACTURE,R Clavicle fracture,58150001-R
RT COLLAR BONE FX,R Clavicle fracture,58150001-R
RT CP,R Chest pain,29857009-R
RT CP - CHEST PAIN,R Chest pain,29857009-R
RT DECREASED HEARING,R Hearling loss,103276001-R
RT DVT,R DVT,128053003-R
RT DVT - DEEP VEIN THROMBOSIS,R DVT,128053003-R
RT EAR ACHE,R Ear pain,16001004-R
RT EAR BURN,R Ear burn,39065001-R
RT EAR CRUSH INJ,R Ear crush injury,67070005-R
RT EAR CRUSH INJURY,R Ear crush injury,67070005-R
RT EAR DISCHARGE,R Ear discharge,300132001-R
RT EAR FOREIGN BODY,R Ear foreign body,75441006-R
RT EAR INJ,R Ear injury,2999009-R
RT EAR INJURY,R Ear injury,2999009-R
RT EAR LAC,R Ear Laceration,283361008-R
RT EAR LACERATION,R Ear Laceration,283361008-R
RT EAR PAIN,R Ear pain,16001004-R
RT EAR SWELLING,R Ear swelling,300874009-R
RT EARACHE,R Ear pain,16001004-R
RT EBLOW FX,R Elbow fracture,309464009-R
RT ELBOW BURN,R Elbow burn,18084001-R
RT ELBOW CRUSH INJ,R Elbow crush injury,5450005-R
RT ELBOW CRUSH INJURY,R Elbow crush injury,5450005-R
RT ELBOW FRACTURE,R Elbow fracture,309464009-R
RT ELBOW FX,R Elbow fracture,309464009-R
RT ELBOW LAC,R Elbow laceration,283370006-R
RT ELBOW LACERATION,R Elbow laceration,283370006-R
RT ELBOW PAIN,R Elbow pain,74323005-R
RT EPISTAXIS,R Epistaxis,249366005-R
RT EPISTAXSIS,R Epistaxis,249366005-R
RT EYE BURN,R Eye burn,274205003-R
RT EYE DISCHARGE,R Eye discharge,246679005-R
RT EYE EVAL,R Eye eval,118235002-R
RT EYE FINDING,R Eye eval,118235002-R
RT EYE FOREIGN BODY SENSATION,R Eye foreign body sensation,3283003-R
RT EYE PAIN,R Eye pain,41652007-R
RT EYE REDNESS,R Eye redness,246676003-R
RT EYE SWELLING,R Eye swelling,9404003-R
RT EYELID ABSCESS,R Eyelid abscess,76126009-R
RT EYELID LAC,R Eyelid laceration,231816006-R
RT EYELID LACERATION,R Eyelid laceration,231816006-R
RT FACE INJ,R Facial injury,125593007-R
RT FACE INJURY,R Facial injury,125593007-R
RT FACE NUMBNESS,R Facial numbness,309557009-R
RT FACE PAIN,R Facial pain,95668009-R
RT FACIAL DROOP,R Facial droop,95667004-R
RT FACIAL INJ,R Facial injury,125593007-R
RT FACIAL INJURY,R Facial injury,125593007-R
RT FACIAL LAC,R Facial laceration,370247008-R
RT FACIAL LACERATION,R Facial laceration,370247008-R
RT FACIAL NUMBNESS,R Facial numbness,309557009-R
RT FACIAL PAIN,R Facial pain,95668009-R
RT FACIAL SWELLING,R Facial swelling,278528006-R
RT FEET PAIN,R Foot pain,47933007-R
RT FEMER FX,R Femur fracture,71620000-R
RT FEMUR FRACTURE,R Femur fracture,71620000-R
RT FEMUR FX,R Femur fracture,71620000-R
RT FIBULA FRACTURE,R Fibula fracture,75591007-R
RT FIBULA FX,R Fibula fracture,75591007-R
RT FINGER ABSCESS,R Finger abscess,21092002-R
RT FINGER BURN,R Finger burn,82057004-R
RT FINGER CRUSH INJ,R Finger crush injury,10380004-R
RT FINGER CRUSH INJURY,R Finger crush injury,10380004-R
RT FINGER FRACTURE,R Finger fracture,18171007-R
RT FINGER FX,R Finger fracture,18171007-R
RT FINGER INJ,R Finger injury,52011008-R
RT FINGER INJURY,R Finger injury,52011008-R
RT FINGER LAC,R Finger laceration,274172008-R
RT FINGER LACERATION,R Finger laceration,274172008-R
RT FINGER NUMB,R Finger numb,309536001-R
RT FINGER NUMBNESS,R Finger numb,309536001-R
RT FINGER PAIN,R Finger pain,18876004-R
RT FINGER REDNESS,R Finger redness,f178d592c5ea11e4b987525400010026-R
RT FINGER SWELLING,R Finger swelling,299060006-R
RT FINGER TENDON LAC,R Finger tendon laceration,446313009-R
RT FINGER TENDON LACERATION,R Finger tendon laceration,446313009-R
RT FLANK ABSCESS,R Flank abscess,65967008-R
RT FLANK PAIN,R Flank pain,247355005-R
RT FOOT ABSCESS,R Foot abscess,301706005-R
RT FOOT BURN,R Foot burn,11980003-R
RT FOOT CRUSH INJ,R Foot crush injury,43422002-R
RT FOOT CRUSH INJURY,R Foot crush injury,43422002-R
RT FOOT EDEMA,R Pedal edema,102576009-R
RT FOOT FRACTURE,R Foot fracture,15574005-R
RT FOOT FX,R Foot fracture,15574005-R
RT FOOT INJ,R Foot injury,125604000-R
RT FOOT INJURY,R Foot injury,125604000-R
RT FOOT LAC,R Foot laceration,284551006-R
RT FOOT LACERATION,R Foot laceration,284551006-R
RT FOOT NUMBNESS,R Foot numbness,309538000-R
RT FOOT PAIN,R Foot pain,47933007-R
RT FOOT PARESTHESIA,R Foot paresthesia,309087008-R
RT FOOT REDNESS,R Foot redness,d6f96bc0c73711e4b8b2525400010026-R
RT FOOT SWELLING,R Foot swelling,297142003-R
RT FOOT ULCER,R Foot ulcer,95345008-R
RT FOREARM ABSCESS,R Forearm abscess,58964002-R
RT FOREARM BURN,R Forearm burn,80827001-R
RT FOREARM CRUSH INJ,R Forearm crush injury,111693009-R
RT FOREARM CRUSH INJURY,R Forearm crush injury,111693009-R
RT FOREARM FRACTURE,R Forearm fracture,65966004-R
RT FOREARM FX,R Forearm fracture,65966004-R
RT FOREARM INJ,R Forearm injury,125597008-R
RT FOREARM INJURY,R Forearm injury,125597008-R
RT FOREARM LAC,R Forearm laceration,283371005-R
RT FOREARM LACERATION,R Forearm laceration,283371005-R
RT FOREARM PAIN,R Forearm pain,444899003-R
RT FOREHEAD LAC,R Forehead laceration,283359004-R
RT FOREHEAD LACERATION,R Forehead laceration,283359004-R
RT FRACTURE OF SCAPULA,R Fracture of scapula,9682006-R
RT FX OF SCAPULA,R Fracture of scapula,9682006-R
RT GENERAL WEAKNESS,R Weakness,26544005-R
RT GENERALIZED WEAKNESS,R Weakness,26544005-R
RT GINGIVAE LAC,R Gum laceration,286622004-R
RT GINGIVAE LACERATION,R Gum laceration,286622004-R
RT GLUTEAL ABSCESS,R Gluteal abscess,64576003-R
RT GROIN ABSCESS,R Groin abscess,79216009-R
RT GROIN LAC,R Groin laceration,283382002-R
RT GROIN LACERATION,R Groin laceration,283382002-R
RT GROIN PAIN,R Inguinal pain,102570003-R
RT GUM LAC,R Gum laceration,286622004-R
RT GUM LACERATION,R Gum laceration,286622004-R
RT H/A,R Headache,25064002-R
RT HA,R Headache,25064002-R
RT HA - HEADACHE,R Headache,25064002-R
RT HAND ABSCESS ,R Hand abscess ,3633001-R
RT HAND BURN,R Hand burn,14893008-R
RT HAND CRUSH INJ,R Hand crush injury,50793006-R
RT HAND CRUSH INJURY,R Hand crush injury,50793006-R
RT HAND FRACTURE,R Hand fracture,20511007-R
RT HAND FX,R Hand fracture,20511007-R
RT HAND INJ,R Hand injury,125599006-R
RT HAND INJURY,R Hand injury,125599006-R
RT HAND LAC,R Hand laceration,284549007-R
RT HAND LACERATION,R Hand laceration,284549007-R
RT HAND LACS,R Hand laceration,284549007-R
RT HAND NUMBNESS,R Hand numbness,309521004-R
RT HAND PAIN,R Hand pain,53057004-R
RT HAND REDNESS,R Hand redness,098fe948c5e811e4899b525400010026-R
RT HAND SWELLING,R Hand swelling,299037003-R
RT HAND TENDON INJ,R Hand tendon injury,262971000-R
RT HAND TENDON INJURY,R Hand tendon injury,262971000-R
RT HAND WEAKNESS,R Hand weakness,298283006-R
RT HANDPAIN,R Hand pain,53057004-R
RT HEAD ACHE,R Headache,25064002-R
RT HEAD PAIN,R Headache,25064002-R
RT HEADACHE,R Headache,25064002-R
RT HEADACHES,R Headache,25064002-R
RT HEARLING LOSS,R Hearling loss,103276001-R
RT HEEL ABSCESS,R Heel abscess,91541006-R
RT HEEL FX,R Calcaneus fx,263247007-R
RT HEEL LAC,R Heel laceration,283395007-R
RT HEEL LACERATION,R Heel laceration,283395007-R
RT HEEL PAIN,R Heel pain,2733002-R
RT HEEL ULCER,R Heel ulcer,301022003-R
RT HIP ABSCESS,R Hip abscess,736004-R
RT HIP BURN,R Hip burn,284226006-R
RT HIP CRUSH INJ,R Hip crush injury,11730002-R
RT HIP CRUSH INJURY,R Hip crush injury,11730002-R
RT HIP FRACTURE,R Hip fracture,263225007-R
RT HIP FX,R Hip fracture,263225007-R
RT HIP INJ,R Hip injury,125600009-R
RT HIP INJURY,R Hip injury,125600009-R
RT HIP LAC,R Hip laceration,283384001-R
RT HIP LACERATION,R Hip laceration,283384001-R
RT HIP PAIN,R Hip pain,49218002-R
RT HUMERUS FRACTURE,R Humerus fracture,66308002-R
RT HUMERUS FX,R Humerus fracture,66308002-R
RT INGUINAL PAIN,R Inguinal pain,102570003-R
RT JAW PAIN,R Jaw pain,274667000-R
RT KNEE BURN,R Knee burn,19684007-R
RT KNEE CRUSH INJ,R Knee crush injury,38128008-R
RT KNEE CRUSH INJURY,R Knee crush injury,38128008-R
RT KNEE INJ,R Knee injury,125601008-R
RT KNEE INJURY,R Knee injury,125601008-R
RT KNEE LAC,R Knee laceration,283386004-R
RT KNEE LACERATION,R Knee laceration,283386004-R
RT KNEE PAIN,R Knee pain,30989003-R
RT KNEE SWELLING,R Knee swelling,248491001-R
RT LABIAL TEAR,R Labial tear,249221003-R
RT LBP,R Lower back pain,279039007-R
RT LBP - LOW BACK PAIN,R Lower back pain,279039007-R
RT LE CELLULITIS,R Leg cellulitis,449710006-R
RT LE DVT,R Leg DVT,404223003-R
RT LE EDEMA,R Leg swelling,449614009-R
RT LE INJ,R Leg injury,127279002-R
RT LE INJURY,R Leg injury,127279002-R
RT LE LAC,R Leg laceration,283357002-R
RT LE LACERATION,R Leg laceration,283357002-R
RT LE NUMBNESS,R Leg numbness,309537005-R
RT LE PAIN,R Leg pain,10601006-R
RT LE PARESTHESIA,R Lower extremity paresthesia,429783005-R
RT LE REDNESS,R Leg redness,02192a6cc5e811e4a5e0525400010026-R
RT LE SWELLING,R Leg swelling,449614009-R
RT LE WEAKNESS,R Leg weakness,102568007-R
RT LEG ABSCESS,R Leg abscess,315596001-R
RT LEG BURN,R Leg burn,84677008-R
RT LEG CELLULITIS,R Leg cellulitis,449710006-R
RT LEG CRUSH INJ,R Leg crush injury,39595001-R
RT LEG CRUSH INJURY,R Leg crush injury,39595001-R
RT LEG DVT,R Leg DVT,404223003-R
RT LEG INJ,R Leg injury,127279002-R
RT LEG INJURY,R Leg injury,127279002-R
RT LEG LAC,R Leg laceration,283357002-R
RT LEG LACERATION,R Leg laceration,283357002-R
RT LEG NUMBNESS,R Leg numbness,309537005-R
RT LEG PAIN,R Leg pain,10601006-R
RT LEG PARESTHESIA,R Lower extremity paresthesia,429783005-R
RT LEG REDNESS,R Leg redness,02192a6cc5e811e4a5e0525400010026-R
RT LEG SWELLING,R Leg swelling,449614009-R
RT LEG WEAKNESS,R Leg weakness,102568007-R
RT LIP LAC,R Lip laceration,283363006-R
RT LIP LACERATION,R Lip laceration,283363006-R
RT LIP SWELLING,R Lip swelling,163140002-R
RT LOW BACK PAIN,R Lower back pain,279039007-R
RT LOWER BACK PAIN,R Lower back pain,279039007-R
RT LOWER EXTREMITY EDEMA,R Leg swelling,449614009-R
RT LOWER EXTREMITY INJ,R Leg injury,127279002-R
RT LOWER EXTREMITY INJURY,R Leg injury,127279002-R
RT LOWER EXTREMITY NUMBNESS,R Leg numbness,309537005-R
RT LOWER EXTREMITY PAIN,R Leg pain,10601006-R
RT LOWER EXTREMITY PARESTHESIA,R Lower extremity paresthesia,429783005-R
RT LOWER EXTREMITY SWELLING,R Leg swelling,449614009-R
RT LOWER EXTREMITY WEAKNESS,R Leg weakness,102568007-R
RT LOWER LEG BURN,R Lower leg burn,37696000-R
RT LOWER LEG CRUSH INJ,R Lower leg crush injury,40874009-R
RT LOWER LEG CRUSH INJURY,R Lower leg crush injury,40874009-R
RT LOWER LEG INJ,R Lower leg injury,125602001-R
RT LOWER LEG INJURY,R Lower leg injury,125602001-R
RT LOWER LEG LAC,R Lower leg laceration,283387008-R
